d_Nodes_0,部件,d_Nodes_1,predicate
d_Nodes_0,部件,d_Nodes_2,predicate
d_Nodes_0,部件,d_Nodes_3,predicate
d_Nodes_0,部件,d_Nodes_4,predicate
d_Nodes_0,部件,d_Nodes_5,predicate
d_Nodes_0,部件,d_Nodes_6,predicate
d_Nodes_0,部件,d_Nodes_7,predicate
d_Nodes_0,部件,d_Nodes_8,predicate
d_Nodes_0,设计性能,d_Nodes_9,predicate
d_Nodes_0,设计性能,d_Nodes_10,predicate
d_Nodes_0,设计性能,d_Nodes_11,predicate
d_Nodes_0,设计性能,d_Nodes_12,predicate
d_Nodes_0,设计性能,d_Nodes_13,predicate
d_Nodes_0,设计性能,d_Nodes_14,predicate
d_Nodes_1,是,d_Nodes_15,predicate
d_Nodes_1,用途,d_Nodes_16,predicate
d_Nodes_1,包括,d_Nodes_17,predicate
d_Nodes_1,包括,d_Nodes_18,predicate
d_Nodes_1,包括,d_Nodes_19,predicate
d_Nodes_1,包括,d_Nodes_20,predicate
d_Nodes_1,包括,d_Nodes_21,predicate
d_Nodes_22,包括,d_Nodes_23,predicate
d_Nodes_22,包括,d_Nodes_24,predicate
d_Nodes_2,作用,d_Nodes_25,predicate
d_Nodes_2,作用,d_Nodes_26,predicate
d_Nodes_2,分为,d_Nodes_27,predicate
d_Nodes_2,分为,d_Nodes_28,predicate
d_Nodes_3,是,d_Nodes_29,predicate
d_Nodes_3,作用,d_Nodes_30,predicate
d_Nodes_3,包括,d_Nodes_31,predicate
d_Nodes_3,包括,d_Nodes_32,predicate
d_Nodes_3,包括,d_Nodes_33,predicate
d_Nodes_33,工作压强,d_Nodes_34,predicate
d_Nodes_35,包括,d_Nodes_36,predicate
d_Nodes_35,包括,d_Nodes_37,predicate
d_Nodes_4,主要用途,d_Nodes_38,predicate
d_Nodes_4,主要用途,d_Nodes_39,predicate
d_Nodes_40,包括,d_Nodes_41,predicate
d_Nodes_40,包括,d_Nodes_42,predicate
d_Nodes_40,包括,d_Nodes_43,predicate
d_Nodes_40,包括,d_Nodes_44,predicate
d_Nodes_41,部件,d_Nodes_45,predicate
d_Nodes_41,部件,d_Nodes_46,predicate
d_Nodes_41,部件,d_Nodes_47,predicate
d_Nodes_41,部件,d_Nodes_48,predicate
d_Nodes_41,部件,d_Nodes_49,predicate
d_Nodes_41,部件,d_Nodes_50,predicate
d_Nodes_41,部件,d_Nodes_51,predicate
d_Nodes_41,不同之处,d_Nodes_52,predicate
d_Nodes_41,装有,d_Nodes_53,predicate
d_Nodes_53,作用,d_Nodes_54,predicate
d_Nodes_53,作用,d_Nodes_55,predicate
d_Nodes_42,部件,d_Nodes_45,predicate
d_Nodes_42,部件,d_Nodes_56,predicate
d_Nodes_42,部件,d_Nodes_47,predicate
d_Nodes_42,部件,d_Nodes_49,predicate
d_Nodes_42,部件,d_Nodes_50,predicate
d_Nodes_42,部件,d_Nodes_51,predicate
d_Nodes_57,使用,d_Nodes_58,predicate
d_Nodes_58,特点,d_Nodes_59,predicate
d_Nodes_47,使用,d_Nodes_60,predicate
d_Nodes_60,特点,d_Nodes_61,predicate
d_Nodes_43,采用,d_Nodes_62,predicate
d_Nodes_44,基础,d_Nodes_63,predicate
d_Nodes_44,提高方面,d_Nodes_64,predicate
d_Nodes_44,提高方面,d_Nodes_65,predicate
d_Nodes_44,提高方面,d_Nodes_66,predicate
d_Nodes_44,提高方面,d_Nodes_67,predicate
d_Nodes_44,采用,d_Nodes_68,predicate
d_Nodes_44,适用区域,d_Nodes_69,predicate
d_Nodes_44,适用区域,d_Nodes_70,predicate
d_Nodes_44,领域,d_Nodes_71,predicate
d_Nodes_44,领域,d_Nodes_72,predicate
d_Nodes_44,领域,d_Nodes_73,predicate
d_Nodes_5,用途,d_Nodes_74,predicate
d_Nodes_75,配有,d_Nodes_5,predicate
d_Nodes_5,数量,d_Nodes_76,predicate
d_Nodes_5,每块重量,d_Nodes_77,predicate
d_Nodes_5,分为,d_Nodes_78,predicate
d_Nodes_5,分为,d_Nodes_79,predicate
d_Nodes_6,是,d_Nodes_80,predicate
d_Nodes_6,材料,d_Nodes_81,predicate
d_Nodes_6,用途,d_Nodes_82,predicate
d_Nodes_6,类型,d_Nodes_83,predicate
d_Nodes_6,类型,d_Nodes_84,predicate
d_Nodes_85,形状,d_Nodes_86,predicate
d_Nodes_85,重量,d_Nodes_87,predicate
d_Nodes_85,质地,d_Nodes_88,predicate
d_Nodes_85,适用于,d_Nodes_89,predicate
d_Nodes_90,形状,d_Nodes_91,predicate
d_Nodes_90,重量,d_Nodes_92,predicate
d_Nodes_90,质地,d_Nodes_93,predicate
d_Nodes_90,适用于,d_Nodes_94,predicate
d_Nodes_95,形式,d_Nodes_96,predicate
d_Nodes_95,形式,d_Nodes_97,predicate
d_Nodes_7,是,d_Nodes_98,predicate
d_Nodes_7,联系,d_Nodes_99,predicate
d_Nodes_7,联系,d_Nodes_100,predicate
d_Nodes_7,主要作用,d_Nodes_101,predicate
d_Nodes_7,必须,d_Nodes_102,predicate
d_Nodes_7,浮力,d_Nodes_103,predicate
d_Nodes_7,浮力,d_Nodes_104,predicate
d_Nodes_7,适用情况,d_Nodes_105,predicate
d_Nodes_7,适用情况,d_Nodes_106,predicate
d_Nodes_7,适用情况,d_Nodes_107,predicate
